date,department,program of study,year of study,overall quality of education,accessibility of college resources,effectiveness of communication channels,quality of campus facilities,likelihood to recommend the college,satisfaction with extracurricular activities,support provided by academic advisors,promotion of diversity and inclusion,effectiveness of career services,satisfaction with IT support,greatest strength,areas needing improvement,positive experience with professor/staff,additional resources or support desired,suggestions for enhancing student engagement
2024-08-26,Business,Financial Engineering,2.2,3,4,3,4,5,5,4,1,3,2,"The campus facilities are well-maintained, but the labs need more modern equipment.","The career services helped me land an internship, which was a fantastic experience.",The professors are very knowledgeable and supportive.,"The career services helped me land an internship, which was a fantastic experience.","The library is great, but we need more access to online resources."
2022-10-21,Technical,Telecommunication,2.2,4,4,4,3,4,4,3,5,1,4,"The library is great, but we need more access to online resources.","The IT support is responsive, but the campus WiFi needs improvement.",The diversity and inclusion initiatives are commendable.,The professors are very knowledgeable and supportive.,"The career services helped me land an internship, which was a fantastic experience."
2023-07-07,Business,Financial Engineering,3.2,3,5,4,3,1,4,4,2,2,4,"The library is great, but we need more access to online resources.",Communication from the administration could be more timely.,"The library is great, but we need more access to online resources.",The professors are very knowledgeable and supportive.,More extracurricular activities related to tech would be beneficial.
2024-01-23,Business,Digital Marketing,2.1,2,5,5,2,1,1,1,4,4,5,"The IT support is responsive, but the campus WiFi needs improvement.","The career services helped me land an internship, which was a fantastic experience.",The diversity and inclusion initiatives are commendable.,The professors are very knowledgeable and supportive.,The diversity and inclusion initiatives are commendable.
2022-10-29,Business,Financial Engineering,3.1,5,4,5,3,4,1,1,5,3,2,More extracurricular activities related to tech would be beneficial.,"The career services helped me land an internship, which was a fantastic experience.",The diversity and inclusion initiatives are commendable.,More extracurricular activities related to tech would be beneficial.,"The library is great, but we need more access to online resources."
2023-10-25,Technical,Data Science,1.1,1,1,4,5,4,3,4,2,2,3,The professors are very knowledgeable and supportive.,The professors are very knowledgeable and supportive.,"The career services helped me land an internship, which was a fantastic experience.","The campus facilities are well-maintained, but the labs need more modern equipment.",The professors are very knowledgeable and supportive.
2024-08-27,Technical,Data Science,3.1,2,2,2,1,2,2,3,4,4,5,"The IT support is responsive, but the campus WiFi needs improvement.",The professors are very knowledgeable and supportive.,"The IT support is responsive, but the campus WiFi needs improvement.",More extracurricular activities related to tech would be beneficial.,"The IT support is responsive, but the campus WiFi needs improvement."
2022-10-31,Business,Digital Marketing,2.1,1,3,1,5,2,4,4,1,1,1,More extracurricular activities related to tech would be beneficial.,"The library is great, but we need more access to online resources.","The library is great, but we need more access to online resources.","The IT support is responsive, but the campus WiFi needs improvement.","The career services helped me land an internship, which was a fantastic experience."
2024-06-01,Technical,Data Science,3.1,5,3,4,4,3,5,4,3,3,3,Communication from the administration could be more timely.,"The career services helped me land an internship, which was a fantastic experience.",Communication from the administration could be more timely.,The diversity and inclusion initiatives are commendable.,The diversity and inclusion initiatives are commendable.
2024-01-23,Technical,Telecommunication,2.1,1,1,4,4,2,1,5,1,5,3,"The career services helped me land an internship, which was a fantastic experience.",Communication from the administration could be more timely.,"The campus facilities are well-maintained, but the labs need more modern equipment.","The campus facilities are well-maintained, but the labs need more modern equipment.",The diversity and inclusion initiatives are commendable.
2023-01-10,Technical,Computer Networking,3.2,3,1,3,1,3,4,2,5,4,4,"The IT support is responsive, but the campus WiFi needs improvement.",Communication from the administration could be more timely.,The diversity and inclusion initiatives are commendable.,"The campus facilities are well-maintained, but the labs need more modern equipment.","The IT support is responsive, but the campus WiFi needs improvement."
2024-04-16,Business,Financial Engineering,3.1,2,2,5,5,5,1,2,4,1,3,"The campus facilities are well-maintained, but the labs need more modern equipment.",The professors are very knowledgeable and supportive.,"The campus facilities are well-maintained, but the labs need more modern equipment.","The IT support is responsive, but the campus WiFi needs improvement.","The campus facilities are well-maintained, but the labs need more modern equipment."
2022-09-25,Technical,Software Engineering,1.2,2,1,1,4,1,2,3,4,3,2,More extracurricular activities related to tech would be beneficial.,"The campus facilities are well-maintained, but the labs need more modern equipment.","The IT support is responsive, but the campus WiFi needs improvement.",The professors are very knowledgeable and supportive.,"The campus facilities are well-maintained, but the labs need more modern equipment."
2024-01-26,Technical,Telecommunication,1.2,5,5,1,3,4,4,5,4,2,2,More extracurricular activities related to tech would be beneficial.,"The IT support is responsive, but the campus WiFi needs improvement.",More extracurricular activities related to tech would be beneficial.,"The IT support is responsive, but the campus WiFi needs improvement.","The IT support is responsive, but the campus WiFi needs improvement."
